Category,Account Type,Name,"Position, Notes, or Reason for Inclusion",Twitter ID,Facebook ID,YouTube ID,Instagram ID, TikTok,Telegram ID, Threads, Rumble, VK, Bitchute, GETTR, Gab, OK, Parler, Podcast, Substack, TruthSocial,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Instagram username,YouTube channel ID,TikTok username,Threads username,Rumble channel,VK ID,Gab username,Odnoklassniki user numeric ID,Parler username,Truth Social username,updated
Russia,Diplomatic/Government,Russian Mission to the EU,,rusmission_eu,RussianMissionEU,,,,RussianMissionEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian Mission to the OIC,,rusmission_oic,,,,,rusmission_oic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian Representative Office in Palestine,,rusrepramallah,RusRepOfficeRamallah,,,,rusrepramallah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Bangladesh,,russembdhaka,rusembdhaka,,,,rusembbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Kenya,,russembkenya,RussianEmbassyKenya,,,,russembkenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russia,,russia,,,,,russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian MFA (Arabic-language),,russia_ar,,,,,russia_ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russia in Barents Euro-Arctic Cooperation,,russia_in_beac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Toronto, Canada",,russia_toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Russia Beyond,,russiabeyond,russiabeyond,,,,russiabeyond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in USA,,russiainusa,RusEmbUSA,UCuAddJPLq28vzbAGZ9HlU0g,rusembusa,,EmbUSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rusembusa,,,,,True
Russia,Diplomatic/Government,Russian embassy in Jamaica,,russiajamaica,RussiainJamaica,,,,RusEmbJamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Macedonia,,russian_emb_mkd,,,,,rus_mkd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in the UK,,russianembassy,RussianEmbassy,,,,russian_embassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Canada ,,russianembassyc,RusConsulOttawa,,,,rusembc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in the UK (Russian-language),,russianembassyr,RussianEmbassy,UCleTEP3qMR5wLoimJdKBi3g,,,russian_embassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Finland,,russianembfinla,RussianEmbassyinFinland,,,,RusEmb_Fin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Oman,,russianemboman,russianembassyoman,,rus_emb_oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Yemen,,russianembyemen,rusembyemen,,rusembyemen,,RussianEmbYemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Qatar,,russiaqatar,rusembqatar,,russia_in_qatar,,russia_in_qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Edinburgh, Scotland",,russiascotland,ruscgedinburgh,UCUGUM5FOFnuSzPvjAJRJlUw,RusCG_Edinburgh,,russian_cg_edinburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian Mission to the UN,,russiaun,RussiaUN,UCLj4rCo1KUd-shFONtLCKKQ,unitednationsrussian,,russiaun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCuaffByM7QuNdZ2L4TScVFA,,,,,,,,,True
Russia,Diplomatic/Government,Russian embassy in Uzbekistan,,russiauz,russiauz,,rusconsuluz,,consultashkent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in the Republic of the Congo,,russie_au_congo,AmbRussieRCongo,UCRi_z8O80vRNRUg7zvzcBiA,russie_au_congo_bzv,,AmbRussieRCongo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,russingtrade,,russingtrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Istanbul, Turkey",,rusya_istanbul,istanbulmid,,,,istanbulmid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gk_rossii_v_stambule,,,,,True
Russia,Diplomatic/Government,Russian Military Historical Society,,rvio_ru,rvio.rf,UCSDvl2ZxF3Igz9wTFqSRxkA,rvio_ru,,RVIORF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCSDvl2ZxF3Igz9wTFqSRxkA,,,,rvio_ru,,,,,True
Russia,Media,Salam Mosafir,,salammosafir_rt,,,,,RTQusara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Sean Michael Thomas,,seansparkthomas,smthomas3,,,,InlandVisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Semión Sénderov,,senderov_rt,senderovtv,,semionsenderov,,Senderov_RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Sepa Mas,,sepa_mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian MFA Cabinet of Ministers,,smdmid,smdmid,,smdmid,,smdmid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Sergey Nalobin,,snalobin,,,,,Sergey_Nalobin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,SNA ,,snanews_de,snanews.de,,snanews_de,,snanews_de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,SNJ RT France,,snj_rtfrance,RTFrance,,rtfrance,,rtfrance_officiel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rtfrance,UCqEVwTnDzlzKOGYNFemqnYA,,,,,,,,,True
Russia,Media,soapbox_soapbox,,soapbox_soapbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Dmitry Solodov,,solodovdmitry,DSolodov,,dmitry_solodov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,SophieCo. Visionaries,,sophieco_rt,,,,,sophiecovision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian Council of the Federation,,sovfedinfo,SovFedInfo,,sovfed_gov,,sovfedofficial ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sovfed_gov,UCmZaveC5gNycuFAlimRRIOQ,,,,sovfedinfo,,,,,True
Russia,Diplomatic/Government,St. Petersburg International Economic Forum,,spief,,,,,spief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Spitsbergen, Norway",,spitsbergenrf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Sputnik Arabic,,sputnik_ar,sputnik.arabic,,,,Sputnik_Arabic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sputnik.armenia,UCwaGvd-7m-X3GZqK_lLutXw,sputnik.by,,,sputnikbelarus,,,,,True
Russia,Media,Sputnik Brazil,,sputnik_brasil,OfficialSputnikBrasil,,sputnik_br,,SputnikBrasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Sputnik Czech,,sputnik_cz,cz.sputnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Sputnik Estonia,,sputnik_estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Sputnik France,,sputnik_fr,sputnik.france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Sputnik Insight,,sputnik_insight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Sputnik Iran,,sputnik_ir,SputnikArmeniaAgency,,sputnik_ir,,ir_sputnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sputnik.armenia,UCwaGvd-7m-X3GZqK_lLutXw,sputnik.by,,,sputnikbelarus,,,,,True
Russia,Media,Sputnik Italy,,sputnik_italia,it.sputnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Sputnik Japan,,sputnik_jp,sputnik.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Sputnik Lithuania (Lithuanian-language),,sputnik_lietuva,SputnikLietuva,,sputniklietuva,,sputniknews_lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Sputnik Lithuania (Russian-language),,sputnik_lvrus,SputnikLTru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,sputnik Poland,,sputnik_polska,SputnikPolskaOfficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Sputnik_Report,,sputnik_report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Sputnik Turkey,,sputnik_tr,sputnik.turk,,sputnik_turkiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Sputnik Abkhazia,,sputnikabkhazia,,,sputnik_abkhazia,,SputnikAbkhazia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Sputnik Belarus,,sputnikbelarus,belarusputnik,,sputnik.by,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Sputnik Comms,,sputnikcomms,,,,,zubovskiy4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Sputnik Greece,,sputnikellada,SputnikEllada,,sputnik_gr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Sputnik ,,sputnikint,SputnikNews,,sputnik_news,,sputnikint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sputnik.armenia,UCwaGvd-7m-X3GZqK_lLutXw,sputnik.by,,,sputnikbelarus,,,,,True
Russia,Media,Sputnik Moldova-Romania,,sputnikmdro,sputnikmdro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Political Misfits,,sputnikmisfits,PoliticalMisfitsRadio,,sputnikmisfits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Sputnik Moldova,,sputnikmoldova,sputnikmoldova,,sputnikmoldova,,mdsputnikmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Sputnik Mundo,,sputnikmundo,sputnik.mundo,,sputnikmundo,,sputnikmundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Sputnik Kyrgyzstan,,sputniknewskgz,,,sputnik.kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Sputnik Kazakhstan,,sputniknewskz,SputnikKZ,,sputnik_kz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Sputnik UK,,sputniknewsuk,uk.sputnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,sputniknewsus,,sputniknewsus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Sputnik V,,sputnikvaccine,sputnikvaccine,UCLvQuKL3Nn7NnT9Jyi_dlgQ,,,sputnik_vaccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sputnik_vaccine,,,,,,,,,,True
Russia,Diplomatic/Government,State Duma,,state_duma,StateDuma,,stateduma,,duma_gov_ru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dumagovru,UCH9nIpv2cTCDQqk8ur0tSxA,,,,duma,,,,,True
Russia,Media,Lee Stranahan,,stranahan,stranahan,UCdL8Vch6eeUsmF-75B0UtHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Tass,,tass_agency,tassagency,,tass_agency,,tass_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tass_agency,,,tassagency,,,,,True
Russia,Media,Tass (English-language),,tassagency_en,tassagency.eng,,,,tassagency_en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tass_agency,,,tassagency,,,,,True
Russia,Diplomatic/Government,Russian embassy in Morocco,,u_maroc,ambrusmaroc,,ambrusmaroc,,ambrusmaroc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,UAC Russia,,uac_russia_eng,,UCmm6efTGpjAUNN4F69ptb3Q,uac_russia,,UAC_Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Ukraina,,ukraina_ru,ukraina.ru,,,,ukraina.ru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ukrainaru,UCMn-sDD6rLByW8JdweiGctQ,ukrainaru,,,ukraina_ru_official,,,,,True
Russia,Diplomatic/Government,Russian House in Kyiv,,ukrrsgov,ukrrsgov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian Mission to UNESCO,,unesco_russia,unesco.russia,,unescorussian,,RFDEL_UNESCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Vladlen Semivolos,,vladsemivolos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Vladimir Soloviev,,vrsoloviev,vladimir.soloviev.98871,,,,SolovievLive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCPkDvaKV6u6FgM650A0pdCA,soloviev_live,,,solovievlive,,,,,True
Russia,Media,Watching Hawks,,watchinghawks,WatchingTheHawks,UCb_4LPt7D2f57aWW1zNr03A,watchingthehawks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Who Are Right,,whoareright,vladimir.soloviev.98871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Worlds Apart,,worldsapart_rt,WorldsApart.RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Wyatt Reed,,wyattreed13,wyattreed13,,,,wyattreed13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Xenia Fedorova,,xfedorova,xenia.fedorova.33,,xfedorova,,xfedorova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xfedorova,,,,,,,,,,True
Russia,Media,Alexey Yaroshevsky,,yarolfc,ayaroshevsky,,theyaroshevsky,,Alexey_Yaroshevsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,theyaroshevsky,UCXd3_IbeVbU-19TF3BcVSvg,,,,id1864798,,,,,True
Russia,Media,Zoom,,zoom_rt,elZoomRT,,elzoomdert,,elzoomrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Zvezda International,,zvezda_int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Zvezda News,,zvezdanews,tvzvezda,,zvezdanews,,zvezdanews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zvezdanews,UCRds47MZ1Ng7KCLseg2TkWA,zvezdanews,,,zov,,,,,True
Russia,Media,Arteldoc,,,aRTeldoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in New York, USA",,,newyork.mid.ru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Karachi, Pakistan",,,100064616625506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,dayteskazat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Nepal,,,rusembnepal,,,,rusposnepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Maffic RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Maffick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Radio Sputnik ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Ria Novosti 24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,RT Deportes,,,RTdeporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,RT Futuro,,,RTfuturo,,,,RTfuturo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,RT Latin America,,,RTamericalatina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,RT Play en Español,,,esRTmedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,RT Sport Arabic,,,rtarabic.sport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,RT Viral,,,RTviral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Russia Beyond Deutsch,,,RBTH.DE,,,,rbth_deu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Russia Beyond Hrvatska,,,hr.rbth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Russia Beyond Italy,,,it.rbth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Russia Beyond Macedonian,,,ruskarecmk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Sputnik Afghanistan,,,sputnik.af,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Sputnik Armenia,,,RadioSputnikArmenia,,sputnik_armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Sputnik Azerbaijan,,,SputnikAze,,sputnik.aze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Austria - Ambassador,,li_xiaosi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Botswana - Ambassador,,drzhaoyanbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Brazil - Ambassador,,wanmingyang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Cyprus - Ambassador,,ambassadorhuang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Lesotho - Staffer,,mguoliang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Malawi - Ambassador,,liuhongyang4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Maldives - Ambassador,,ambassadorzhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Netherlands - Staffer,,ribiaochen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Netherlands - Staffer,,liuyanchn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Pakistan - Staffer,,jennyinpak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Pakistan - Staffer,,yichusong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Pakistan - Staffer,,guwenliang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Pakistan - Staffer,,zgzspirit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Panama - Staffer,,liuboleo2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government, - Ambassador,,ambliuguangyuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government, - Ambassador,,ambsomqinjian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government, - Staffer,,indurban1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government, - Ambassador,,ambchenxiaodong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government, - Staffer,,yaofei9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government, - Staffer,,dr_zhaoqinghua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government, - Ambassador,,ambfengbiao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government, - Staffer,,fangyi85320692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government, - Staffer,,chenhuixin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government, - Ambassador,,chinaambuganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government, - Consul(ate),,wdonghua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government, - Ambassador,,ambcuitiankai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government, - Staffer,,cgzhangpingla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,,,chinaplusnews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,,,criarabic,criarabic1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
China,Media,,,xhromania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,,,cgtnbusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,,,peoplearabic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,,,xinhuaitalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,,,rus_renminwang,PeoplesDaily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCOBnN60A_Q6qqs09dU5UQug,,,,renminribao,,,,,True
China,Media,,,cgtnsports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,,,xhsports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,,,cgtntech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,,,cgtnsportsscene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,,,cgtngraphics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,,,globaltimeslife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,,,cgtnstories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,,,peoplesdaily5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,,,pdchinahk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,,,cgtntravel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,,,cctvenespanol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,,,cctvarabic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,,,cgtnfood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,,,fullframecgtn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,,,chinadailyrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
